0,1,2,3,4,5,6,OT,forecast_96,residuals_96,forecast_192,residuals_192,forecast_336,residuals_336,forecast_720,residuals_720
0.7855,1.611,0.861698,0.634196,0.211242,0.006838,0.525486,0.593,,0.5929064200900531,,0.5929043384070757,,0.5929097047169437,,0.5928870525218105
0.7818,1.61,0.861104,0.633513,0.211242,0.006863,0.523972,0.594,,0.0144774964125007,,0.013479264273228035,,-0.0007112008015383656,,0.012215336931252476
0.7867,1.6293,0.86103,0.648508,0.211242,0.006975,0.526316,0.5973,,0.006077312647681633,,0.005883230430071641,,0.0034038965988216394,,0.005547700324957725
0.786,1.637,0.862069,0.650618,0.211242,0.006953,0.523834,0.597,,0.00022875036787841242,,0.00018070078939832942,,-6.236097542091084e-05,,9.133838329903048e-05
0.7849,1.653,0.861995,0.656254,0.211242,0.00694,0.527426,0.5985,,0.0015577218357521938,,0.0015456197417341212,,0.0015846076948056102,,0.001519438947142205
0.7866,1.6537,0.86103,0.654879,0.211242,0.006887,0.526177,0.604,,0.005458969154821336,,0.005454727454706255,,0.005224238326034614,,0.005426697682414782
0.7886,1.662,0.862887,0.661157,0.211242,0.006885,0.527565,0.607,,0.002932546923157551,,0.002930668711353243,,0.003298817397443668,,0.002913925243655793
0.791,1.6568,0.864304,0.659631,0.211242,0.006878,0.527565,0.6084,,0.0013326332195633275,,0.0013287789538227314,,0.0014148207058199721,,0.0013049148178361021
0.7939,1.6695,0.86423,0.66912,0.211242,0.006878,0.528123,0.6115,,0.003002086867586068,,0.002996935671183147,,0.00305977848306912,,0.00298046973793105
0.7894,1.657,0.858369,0.659413,0.211242,0.006874,0.528123,0.609,,-0.002558734047683623,,-0.0025617748364473512,,-0.002320914185095909,,-0.0025896520151359507
0.7917,1.6495,0.859107,0.663702,0.211242,0.006873,0.529381,0.612,,0.002850735496016335,,0.002849747097213065,,0.0027274377958177508,,0.0028419368166770374
0.7941,1.6445,0.853752,0.658545,0.211242,0.006844,0.529101,0.614,,0.0018767276401566594,,0.0018730660345208957,,0.002033701478175206,,0.0018493322184118099
