0,1,2,3,4,5,6,OT,forecast_96,residuals_96,forecast_192,residuals_192,forecast_336,residuals_336,forecast_720,residuals_720
0.7855,1.611,0.861698,0.634196,0.211242,0.006838,0.525486,0.593,,-0.06068887306526205,,-0.05981483871457238,,-0.05926817856720401,,-0.056903083147549216
0.7818,1.61,0.861104,0.633513,0.211242,0.006863,0.523972,0.594,,0.0013997161618506393,,0.0013867418192272662,,0.0016996358676902856,,0.0013619225869987428
0.7867,1.6293,0.86103,0.648508,0.211242,0.006975,0.526316,0.5973,,0.0037918232383744588,,0.0037750958486795216,,0.004029269976887018,,0.0038079821022828364
0.786,1.637,0.862069,0.650618,0.211242,0.006953,0.523834,0.597,,0.0005512671397600588,,0.0005255754259253509,,0.000770580305301638,,0.0006112677644334319
0.7849,1.653,0.861995,0.656254,0.211242,0.00694,0.527426,0.5985,,0.0018365033983743784,,0.0017053872868767472,,0.0019880526754096906,,0.0017528979770662367
0.7866,1.6537,0.86103,0.654879,0.211242,0.006887,0.526177,0.604,,0.005682913065231721,,0.005647192357678077,,0.005923545670456165,,0.005673967160031657
0.7886,1.662,0.862887,0.661157,0.211242,0.006885,0.527565,0.607,,0.0033119890598029,,0.0034056285706300926,,0.0034199918229803616,,0.0032292368552108153
0.791,1.6568,0.864304,0.659631,0.211242,0.006878,0.527565,0.6084,,0.0018904978125179328,,0.002037642038080545,,0.0020521518490845825,,0.0019166111843679223
0.7939,1.6695,0.86423,0.66912,0.211242,0.006878,0.528123,0.6115,,0.0032481006486894115,,0.0032856399924826585,,0.003360595286508228,,0.003176973510159664
0.7894,1.657,0.858369,0.659413,0.211242,0.006874,0.528123,0.609,,-0.0019011118628780022,,-0.0018048820761709106,,-0.0017483378765640323,,-0.0018738954534504026
0.7917,1.6495,0.859107,0.663702,0.211242,0.006873,0.529381,0.612,,0.0027916296378914796,,0.0028106222676150816,,0.0029471880621632085,,0.002739938062580438
0.7941,1.6445,0.853752,0.658545,0.211242,0.006844,0.529101,0.614,,0.002553775035909922,,0.0026345694799227992,,0.0026935534401110184,,0.002548342252693181
0.7935,1.6465,0.848176,0.660284,0.211242,0.006866,0.532765,0.6106,,-0.0031790035794899696,,-0.003353631736981666,,-0.0030663301031725876,,-0.0031535464885190656
0.7954,1.639,0.845309,0.652742,0.211242,0.006829,0.532056,0.6118,,0.001088379224911007,,0.0010066320716274335,,0.0012724304737652403,,0.0011010341995895123
0.7751,1.649,0.848896,0.66313,0.211242,0.006845,0.53135,0.6052,,-0.0066642823008827845,,-0.006742759749583271,,-0.00661961380555065,,-0.006701820707252226
0.7622,1.655,0.843526,0.668226,0.211242,0.006881,0.533049,0.5915,,-0.01376535205103635,,-0.013997025768465732,,-0.013647602480099663,,-0.013530978113158398
0.7583,1.6572,0.839983,0.672043,0.211242,0.006924,0.532623,0.5945,,0.002031285963809748,,0.0019634480548645916,,0.002094918325147521,,0.002196676371645556
0.7605,1.657,0.837591,0.667557,0.211242,0.006976,0.534188,0.5928,,-0.0016259315964098908,,-0.0017683759761703,,-0.0016646120426354605,,-0.0015904179674927077
0.7635,1.678,0.841397,0.672948,0.211242,0.006987,0.535045,0.595,,0.002331954430308758,,0.0020006253446460676,,0.002355722112919456,,0.0023384871963062492
0.766,1.6818,0.839913,0.670691,0.211242,0.00694,0.537201,0.597,,0.002475544076205982,,0.0022908714548629527,,0.0025133716499892156,,0.002446991806747234
0.7685,1.6794,0.843313,0.664894,0.211242,0.006918,0.536481,0.602,,0.004993599909416613,,0.004938673201005828,,0.005079735001736196,,0.004977843335724708
0.7702,1.6815,0.842886,0.667468,0.211242,0.006901,0.536193,0.5983,,-0.003332065874749768,,-0.0031025111011818707,,-0.003314062749437019,,-0.003428045796054602
0.7735,1.6817,0.841255,0.668003,0.211242,0.006879,0.535475,0.6003,,0.0023588219597339144,,0.0024524530749590046,,0.0024767763852050484,,0.002378397638707508
0.7655,1.695,0.840407,0.675584,0.211242,0.006878,0.535906,0.5998,,-0.00021423801230036066,,-6.597048747047918e-05,,-9.026438344894583e-05,,-0.0002507006387691968
0.7665,1.702,0.841822,0.677094,0.211242,0.00689,0.538503,0.601,,0.001474154460020749,,0.0014304640281074255,,0.0016620039077431814,,0.001514572229918354
0.7575,1.699,0.837872,0.674992,0.211242,0.006874,0.537779,0.5936,,-0.007416176003085306,,-0.0074485496994326494,,-0.007302073159982658,,-0.007482070642036764
0.7545,1.687,0.835352,0.668986,0.211242,0.006878,0.536769,0.5915,,-0.0024318626985242453,,-0.002448510849696106,,-0.00234936921172868,,-0.002467510919181626
0.7493,1.6925,0.8364,0.668003,0.211242,0.006887,0.536337,0.593,,0.0014896518821104765,,0.001573977247668057,,0.0015346186662931194,,0.0015274727676263256
0.7521,1.695,0.83167,0.668539,0.211242,0.006935,0.536625,0.5926,,0.00012971811033668512,,-4.172918374378831e-05,,0.00018948765978221704,,0.00019418722697295276
0.7521,1.6905,0.833403,0.668003,0.211242,0.006925,0.535906,0.5925,,0.0004190483127712863,,0.00023339726778748293,,0.0005202110490279965,,0.00041927534119012844
0.7457,1.696,0.828638,0.670107,0.211242,0.006931,0.536625,0.5815,,-0.010623198839296522,,-0.010587414580703003,,-0.010525778135609731,,-0.010699515058109621
0.75,1.693,0.829187,0.668673,0.211242,0.006925,0.536193,0.585,,0.003100574266180378,,0.0029567137371510066,,0.003264229850126532,,0.0031163695447545825
0.7567,1.6955,0.834028,0.669568,0.211242,0.006937,0.535045,0.5883,,0.003440367447394399,,0.0034244975956513324,,0.0034992702345993942,,0.0033697060891119124
0.7595,1.704,0.831947,0.673401,0.211242,0.006875,0.537634,0.5898,,0.0022184873247991233,,0.0020496176150910372,,0.0023113299837138612,,0.0021566208883981863
0.7586,1.715,0.832432,0.678104,0.211242,0.006881,0.537346,0.5887,,-0.0007746556313994457,,-0.0007748084854131143,,-0.0005617877419363815,,-0.0008005202278890122
0.7646,1.7147,0.83717,0.679117,0.211242,0.006854,0.536481,0.5897,,0.0008667895735585684,,0.0010052073793128669,,0.000997095855218344,,0.0007791750223548055
0.7652,1.71,0.835422,0.677048,0.211242,0.006806,0.535906,0.5902,,0.0007764081871317607,,0.000807225328331107,,0.0008778478012745339,,0.0006777459730202828
0.765,1.693,0.834725,0.672495,0.211242,0.006718,0.536193,0.5882,,-0.0017311164935229773,,-0.0016928623325560554,,-0.001556439316331204,,-0.0017998166989858788
0.7605,1.692,0.83696,0.674172,0.211242,0.006728,0.536049,0.5877,,-0.0006155901616291537,,-0.0004549185670624789,,-0.00044334038976356904,,-0.0006852964467780609
0.7601,1.6892,0.838715,0.670466,0.211242,0.00672,0.535619,0.588,,0.000254283224681906,,0.0002447652943451395,,0.0003532834657522521,,0.00027175882453456257
0.7635,1.665,0.840195,0.664011,0.211242,0.006681,0.533333,0.5872,,-0.0005932006149832469,,-0.0007203852142132483,,-0.0005387348882570642,,-0.0005846273300609273
